timestamp,date,employee_id,employee_name,metric,value,unit,month,quarter
2025-01-24 00:00:00,2025-01-24,1008,Sana Kumar,daily_sales,36161.57,INR,2025-01,Q1-2025
2025-01-25 00:00:00,2025-01-25,1008,Sana Kumar,daily_sales,21015.3,INR,2025-01,Q1-2025
2025-01-26 00:00:00,2025-01-26,1008,Sana Kumar,daily_sales,45792.51,INR,2025-01,Q1-2025
2025-01-27 00:00:00,2025-01-27,1008,Sana Kumar,daily_sales,41938.75,INR,2025-01,Q1-2025
2025-01-28 00:00:00,2025-01-28,1008,Sana Kumar,daily_sales,41981.51,INR,2025-01,Q1-2025
2025-01-29 00:00:00,2025-01-29,1008,Sana Kumar,daily_sales,47041.9,INR,2025-01,Q1-2025
2025-01-30 00:00:00,2025-01-30,1008,Sana Kumar,daily_sales,7716.77,INR,2025-01,Q1-2025
2025-01-31 00:00:00,2025-01-31,1008,Sana Kumar,daily_sales,15773.84,INR,2025-01,Q1-2025
2025-02-01 00:00:00,2025-02-01,1008,Sana Kumar,daily_sales,22665.56,INR,2025-02,Q1-2025
2025-02-02 00:00:00,2025-02-02,1008,Sana Kumar,daily_sales,61090.25,INR,2025-02,Q1-2025
2025-02-03 00:00:00,2025-02-03,1008,Sana Kumar,daily_sales,64699.97,INR,2025-02,Q1-2025
2025-02-04 00:00:00,2025-02-04,1008,Sana Kumar,daily_sales,15321.55,INR,2025-02,Q1-2025
2025-02-05 00:00:00,2025-02-05,1008,Sana Kumar,daily_sales,15855.88,INR,2025-02,Q1-2025
2025-02-06 00:00:00,2025-02-06,1008,Sana Kumar,daily_sales,48464.24,INR,2025-02,Q1-2025
2025-02-07 00:00:00,2025-02-07,1008,Sana Kumar,daily_sales,10479.52,INR,2025-02,Q1-2025
2025-02-08 00:00:00,2025-02-08,1008,Sana Kumar,daily_sales,34290.42,INR,2025-02,Q1-2025
2025-02-09 00:00:00,2025-02-09,1008,Sana Kumar,daily_sales,4966.93,INR,2025-02,Q1-2025
2025-02-10 00:00:00,2025-02-10,1008,Sana Kumar,daily_sales,14502.27,INR,2025-02,Q1-2025
2025-02-11 00:00:00,2025-02-11,1008,Sana Kumar,daily_sales,27355.99,INR,2025-02,Q1-2025
2025-02-12 00:00:00,2025-02-12,1008,Sana Kumar,daily_sales,5302.93,INR,2025-02,Q1-2025
2025-02-13 00:00:00,2025-02-13,1008,Sana Kumar,daily_sales,58068.41,INR,2025-02,Q1-2025
2025-02-14 00:00:00,2025-02-14,1008,Sana Kumar,daily_sales,21377.05,INR,2025-02,Q1-2025
2025-02-15 00:00:00,2025-02-15,1008,Sana Kumar,daily_sales,22684.56,INR,2025-02,Q1-2025
2025-02-16 00:00:00,2025-02-16,1008,Sana Kumar,daily_sales,12911.31,INR,2025-02,Q1-2025
2025-02-17 00:00:00,2025-02-17,1008,Sana Kumar,daily_sales,51571.45,INR,2025-02,Q1-2025
2025-02-18 00:00:00,2025-02-18,1008,Sana Kumar,daily_sales,26153.95,INR,2025-02,Q1-2025
2025-02-19 00:00:00,2025-02-19,1008,Sana Kumar,daily_sales,43720.04,INR,2025-02,Q1-2025
2025-02-20 00:00:00,2025-02-20,1008,Sana Kumar,daily_sales,27770.97,INR,2025-02,Q1-2025
2025-02-21 00:00:00,2025-02-21,1008,Sana Kumar,daily_sales,35493.08,INR,2025-02,Q1-2025
2025-02-22 00:00:00,2025-02-22,1008,Sana Kumar,daily_sales,24525.19,INR,2025-02,Q1-2025
2025-02-23 00:00:00,2025-02-23,1008,Sana Kumar,daily_sales,35465.31,INR,2025-02,Q1-2025
2025-02-24 00:00:00,2025-02-24,1008,Sana Kumar,daily_sales,32297.46,INR,2025-02,Q1-2025
2025-02-25 00:00:00,2025-02-25,1008,Sana Kumar,daily_sales,52556.83,INR,2025-02,Q1-2025
2025-02-26 00:00:00,2025-02-26,1008,Sana Kumar,daily_sales,16372.54,INR,2025-02,Q1-2025
2025-02-27 00:00:00,2025-02-27,1008,Sana Kumar,daily_sales,9146.53,INR,2025-02,Q1-2025
2025-02-28 00:00:00,2025-02-28,1008,Sana Kumar,daily_sales,59818.88,INR,2025-02,Q1-2025
2025-03-01 00:00:00,2025-03-01,1008,Sana Kumar,daily_sales,51433.69,INR,2025-03,Q1-2025
2025-03-02 00:00:00,2025-03-02,1008,Sana Kumar,daily_sales,54829.28,INR,2025-03,Q1-2025
2025-03-03 00:00:00,2025-03-03,1008,Sana Kumar,daily_sales,15072.95,INR,2025-03,Q1-2025
2025-03-04 00:00:00,2025-03-04,1008,Sana Kumar,daily_sales,17651.53,INR,2025-03,Q1-2025
2025-03-05 00:00:00,2025-03-05,1008,Sana Kumar,daily_sales,10043.07,INR,2025-03,Q1-2025
2025-03-06 00:00:00,2025-03-06,1008,Sana Kumar,daily_sales,17763.72,INR,2025-03,Q1-2025
2025-03-07 00:00:00,2025-03-07,1008,Sana Kumar,daily_sales,25892.76,INR,2025-03,Q1-2025
2025-03-08 00:00:00,2025-03-08,1008,Sana Kumar,daily_sales,15269.14,INR,2025-03,Q1-2025
2025-03-09 00:00:00,2025-03-09,1008,Sana Kumar,daily_sales,50530.74,INR,2025-03,Q1-2025
2025-03-10 00:00:00,2025-03-10,1008,Sana Kumar,daily_sales,37727.8,INR,2025-03,Q1-2025
2025-03-11 00:00:00,2025-03-11,1008,Sana Kumar,daily_sales,40731.61,INR,2025-03,Q1-2025
2025-03-12 00:00:00,2025-03-12,1008,Sana Kumar,daily_sales,20431.94,INR,2025-03,Q1-2025
2025-03-13 00:00:00,2025-03-13,1008,Sana Kumar,daily_sales,5015.03,INR,2025-03,Q1-2025
2025-03-14 00:00:00,2025-03-14,1008,Sana Kumar,daily_sales,42930.48,INR,2025-03,Q1-2025
2025-03-15 00:00:00,2025-03-15,1008,Sana Kumar,daily_sales,28120.05,INR,2025-03,Q1-2025
2025-03-16 00:00:00,2025-03-16,1008,Sana Kumar,daily_sales,36110.28,INR,2025-03,Q1-2025
2025-03-17 00:00:00,2025-03-17,1008,Sana Kumar,daily_sales,11268.58,INR,2025-03,Q1-2025
2025-03-18 00:00:00,2025-03-18,1008,Sana Kumar,daily_sales,58464.44,INR,2025-03,Q1-2025
2025-03-19 00:00:00,2025-03-19,1008,Sana Kumar,daily_sales,9302.33,INR,2025-03,Q1-2025
2025-03-20 00:00:00,2025-03-20,1008,Sana Kumar,daily_sales,16958.82,INR,2025-03,Q1-2025
2025-03-21 00:00:00,2025-03-21,1008,Sana Kumar,daily_sales,42483.21,INR,2025-03,Q1-2025
2025-03-22 00:00:00,2025-03-22,1008,Sana Kumar,daily_sales,44682.41,INR,2025-03,Q1-2025
2025-03-23 00:00:00,2025-03-23,1008,Sana Kumar,daily_sales,42905.47,INR,2025-03,Q1-2025
2025-03-24 00:00:00,2025-03-24,1008,Sana Kumar,daily_sales,17799.95,INR,2025-03,Q1-2025
2025-03-25 00:00:00,2025-03-25,1008,Sana Kumar,daily_sales,35630.34,INR,2025-03,Q1-2025
2025-03-26 00:00:00,2025-03-26,1008,Sana Kumar,daily_sales,39279.37,INR,2025-03,Q1-2025
2025-03-27 00:00:00,2025-03-27,1008,Sana Kumar,daily_sales,6221.81,INR,2025-03,Q1-2025
2025-03-28 00:00:00,2025-03-28,1008,Sana Kumar,daily_sales,58452.77,INR,2025-03,Q1-2025
2025-03-29 00:00:00,2025-03-29,1008,Sana Kumar,daily_sales,27402.07,INR,2025-03,Q1-2025
2025-03-30 00:00:00,2025-03-30,1008,Sana Kumar,daily_sales,14469.65,INR,2025-03,Q1-2025
2025-03-31 00:00:00,2025-03-31,1008,Sana Kumar,daily_sales,66550.89,INR,2025-03,Q1-2025
2025-04-01 00:00:00,2025-04-01,1008,Sana Kumar,daily_sales,37556.19,INR,2025-04,Q2-2025
2025-04-02 00:00:00,2025-04-02,1008,Sana Kumar,daily_sales,37413.19,INR,2025-04,Q2-2025
2025-04-03 00:00:00,2025-04-03,1008,Sana Kumar,daily_sales,18256.59,INR,2025-04,Q2-2025
2025-04-04 00:00:00,2025-04-04,1008,Sana Kumar,daily_sales,34705.55,INR,2025-04,Q2-2025
2025-04-05 00:00:00,2025-04-05,1008,Sana Kumar,daily_sales,24957.78,INR,2025-04,Q2-2025
2025-04-06 00:00:00,2025-04-06,1008,Sana Kumar,daily_sales,43905.79,INR,2025-04,Q2-2025
2025-04-07 00:00:00,2025-04-07,1008,Sana Kumar,daily_sales,28437.93,INR,2025-04,Q2-2025
2025-04-08 00:00:00,2025-04-08,1008,Sana Kumar,daily_sales,35823.11,INR,2025-04,Q2-2025
2025-04-09 00:00:00,2025-04-09,1008,Sana Kumar,daily_sales,16164.3,INR,2025-04,Q2-2025
2025-04-10 00:00:00,2025-04-10,1008,Sana Kumar,daily_sales,28931.51,INR,2025-04,Q2-2025
2025-04-11 00:00:00,2025-04-11,1008,Sana Kumar,daily_sales,15054.93,INR,2025-04,Q2-2025
2025-04-12 00:00:00,2025-04-12,1008,Sana Kumar,daily_sales,12333.54,INR,2025-04,Q2-2025
2025-04-13 00:00:00,2025-04-13,1008,Sana Kumar,daily_sales,28429.91,INR,2025-04,Q2-2025
2025-04-14 00:00:00,2025-04-14,1008,Sana Kumar,daily_sales,12877.64,INR,2025-04,Q2-2025
2025-04-15 00:00:00,2025-04-15,1008,Sana Kumar,daily_sales,7692.71,INR,2025-04,Q2-2025
2025-04-16 00:00:00,2025-04-16,1008,Sana Kumar,daily_sales,4459.93,INR,2025-04,Q2-2025
2025-04-17 00:00:00,2025-04-17,1008,Sana Kumar,daily_sales,33905.72,INR,2025-04,Q2-2025
2025-04-18 00:00:00,2025-04-18,1008,Sana Kumar,daily_sales,26563.13,INR,2025-04,Q2-2025
2025-04-19 00:00:00,2025-04-19,1008,Sana Kumar,daily_sales,22545.51,INR,2025-04,Q2-2025
2025-04-20 00:00:00,2025-04-20,1008,Sana Kumar,daily_sales,65654.44,INR,2025-04,Q2-2025
2025-04-21 00:00:00,2025-04-21,1008,Sana Kumar,daily_sales,62181.08,INR,2025-04,Q2-2025
2025-04-22 00:00:00,2025-04-22,1008,Sana Kumar,daily_sales,24408.5,INR,2025-04,Q2-2025
2025-04-23 00:00:00,2025-04-23,1008,Sana Kumar,daily_sales,26269.06,INR,2025-04,Q2-2025
2025-04-24 00:00:00,2025-04-24,1008,Sana Kumar,daily_sales,10665.82,INR,2025-04,Q2-2025
2025-04-25 00:00:00,2025-04-25,1008,Sana Kumar,daily_sales,15273.4,INR,2025-04,Q2-2025
2025-04-26 00:00:00,2025-04-26,1008,Sana Kumar,daily_sales,16963.94,INR,2025-04,Q2-2025
2025-04-27 00:00:00,2025-04-27,1008,Sana Kumar,daily_sales,29390.1,INR,2025-04,Q2-2025
2025-04-28 00:00:00,2025-04-28,1008,Sana Kumar,daily_sales,54891.61,INR,2025-04,Q2-2025
2025-04-29 00:00:00,2025-04-29,1008,Sana Kumar,daily_sales,48540.4,INR,2025-04,Q2-2025
2025-04-30 00:00:00,2025-04-30,1008,Sana Kumar,daily_sales,60871.75,INR,2025-04,Q2-2025
2025-05-01 00:00:00,2025-05-01,1008,Sana Kumar,daily_sales,54120.0,INR,2025-05,Q2-2025
2025-05-02 00:00:00,2025-05-02,1008,Sana Kumar,daily_sales,34983.21,INR,2025-05,Q2-2025
2025-05-03 00:00:00,2025-05-03,1008,Sana Kumar,daily_sales,47260.36,INR,2025-05,Q2-2025
2025-05-04 00:00:00,2025-05-04,1008,Sana Kumar,daily_sales,58707.63,INR,2025-05,Q2-2025
2025-05-05 00:00:00,2025-05-05,1008,Sana Kumar,daily_sales,38989.92,INR,2025-05,Q2-2025
2025-05-06 00:00:00,2025-05-06,1008,Sana Kumar,daily_sales,38735.54,INR,2025-05,Q2-2025
2025-05-07 00:00:00,2025-05-07,1008,Sana Kumar,daily_sales,11200.09,INR,2025-05,Q2-2025
2025-05-08 00:00:00,2025-05-08,1008,Sana Kumar,daily_sales,38179.07,INR,2025-05,Q2-2025
2025-05-09 00:00:00,2025-05-09,1008,Sana Kumar,daily_sales,17892.95,INR,2025-05,Q2-2025
2025-05-10 00:00:00,2025-05-10,1008,Sana Kumar,daily_sales,33585.83,INR,2025-05,Q2-2025
2025-05-11 00:00:00,2025-05-11,1008,Sana Kumar,daily_sales,40673.87,INR,2025-05,Q2-2025
2025-05-12 00:00:00,2025-05-12,1008,Sana Kumar,daily_sales,38521.92,INR,2025-05,Q2-2025
2025-05-13 00:00:00,2025-05-13,1008,Sana Kumar,daily_sales,31505.99,INR,2025-05,Q2-2025
2025-05-14 00:00:00,2025-05-14,1008,Sana Kumar,daily_sales,26595.81,INR,2025-05,Q2-2025
2025-05-15 00:00:00,2025-05-15,1008,Sana Kumar,daily_sales,59591.97,INR,2025-05,Q2-2025
2025-05-16 00:00:00,2025-05-16,1008,Sana Kumar,daily_sales,19260.57,INR,2025-05,Q2-2025
2025-05-17 00:00:00,2025-05-17,1008,Sana Kumar,daily_sales,48671.24,INR,2025-05,Q2-2025
2025-05-18 00:00:00,2025-05-18,1008,Sana Kumar,daily_sales,55501.8,INR,2025-05,Q2-2025
2025-05-19 00:00:00,2025-05-19,1008,Sana Kumar,daily_sales,39828.11,INR,2025-05,Q2-2025
2025-05-20 00:00:00,2025-05-20,1008,Sana Kumar,daily_sales,24061.25,INR,2025-05,Q2-2025
2025-05-21 00:00:00,2025-05-21,1008,Sana Kumar,daily_sales,32558.4,INR,2025-05,Q2-2025
2025-05-22 00:00:00,2025-05-22,1008,Sana Kumar,daily_sales,25528.67,INR,2025-05,Q2-2025
2025-05-23 00:00:00,2025-05-23,1008,Sana Kumar,daily_sales,58326.14,INR,2025-05,Q2-2025
2025-05-24 00:00:00,2025-05-24,1008,Sana Kumar,daily_sales,23074.54,INR,2025-05,Q2-2025
2025-05-25 00:00:00,2025-05-25,1008,Sana Kumar,daily_sales,43515.7,INR,2025-05,Q2-2025
2025-05-26 00:00:00,2025-05-26,1008,Sana Kumar,daily_sales,15658.72,INR,2025-05,Q2-2025
2025-05-27 00:00:00,2025-05-27,1008,Sana Kumar,daily_sales,56725.35,INR,2025-05,Q2-2025
2025-05-28 00:00:00,2025-05-28,1008,Sana Kumar,daily_sales,13173.28,INR,2025-05,Q2-2025
2025-05-29 00:00:00,2025-05-29,1008,Sana Kumar,daily_sales,16073.23,INR,2025-05,Q2-2025
2025-05-30 00:00:00,2025-05-30,1008,Sana Kumar,daily_sales,22625.76,INR,2025-05,Q2-2025
2025-05-31 00:00:00,2025-05-31,1008,Sana Kumar,daily_sales,42252.24,INR,2025-05,Q2-2025
2025-06-01 00:00:00,2025-06-01,1008,Sana Kumar,daily_sales,48007.99,INR,2025-06,Q2-2025
2025-06-02 00:00:00,2025-06-02,1008,Sana Kumar,daily_sales,23238.02,INR,2025-06,Q2-2025
2025-06-03 00:00:00,2025-06-03,1008,Sana Kumar,daily_sales,7989.39,INR,2025-06,Q2-2025
2025-06-04 00:00:00,2025-06-04,1008,Sana Kumar,daily_sales,39378.33,INR,2025-06,Q2-2025
2025-06-05 00:00:00,2025-06-05,1008,Sana Kumar,daily_sales,9755.48,INR,2025-06,Q2-2025
2025-06-06 00:00:00,2025-06-06,1008,Sana Kumar,daily_sales,27471.7,INR,2025-06,Q2-2025
2025-06-07 00:00:00,2025-06-07,1008,Sana Kumar,daily_sales,56370.72,INR,2025-06,Q2-2025
2025-06-08 00:00:00,2025-06-08,1008,Sana Kumar,daily_sales,65162.34,INR,2025-06,Q2-2025
2025-06-09 00:00:00,2025-06-09,1008,Sana Kumar,daily_sales,48137.11,INR,2025-06,Q2-2025
2025-06-10 00:00:00,2025-06-10,1008,Sana Kumar,daily_sales,53647.0,INR,2025-06,Q2-2025
2025-06-11 00:00:00,2025-06-11,1008,Sana Kumar,daily_sales,56229.1,INR,2025-06,Q2-2025
2025-06-12 00:00:00,2025-06-12,1008,Sana Kumar,daily_sales,47818.24,INR,2025-06,Q2-2025
2025-06-13 00:00:00,2025-06-13,1008,Sana Kumar,daily_sales,24894.83,INR,2025-06,Q2-2025
2025-06-14 00:00:00,2025-06-14,1008,Sana Kumar,daily_sales,39379.37,INR,2025-06,Q2-2025
2025-06-15 00:00:00,2025-06-15,1008,Sana Kumar,daily_sales,30097.44,INR,2025-06,Q2-2025
2025-06-16 00:00:00,2025-06-16,1008,Sana Kumar,daily_sales,5467.02,INR,2025-06,Q2-2025
2025-06-17 00:00:00,2025-06-17,1008,Sana Kumar,daily_sales,16805.2,INR,2025-06,Q2-2025
2025-06-18 00:00:00,2025-06-18,1008,Sana Kumar,daily_sales,8724.79,INR,2025-06,Q2-2025
2025-06-19 00:00:00,2025-06-19,1008,Sana Kumar,daily_sales,34559.8,INR,2025-06,Q2-2025
2025-06-20 00:00:00,2025-06-20,1008,Sana Kumar,daily_sales,28722.47,INR,2025-06,Q2-2025
2025-06-21 00:00:00,2025-06-21,1008,Sana Kumar,daily_sales,13082.13,INR,2025-06,Q2-2025
2025-06-22 00:00:00,2025-06-22,1008,Sana Kumar,daily_sales,31564.2,INR,2025-06,Q2-2025
2025-06-23 00:00:00,2025-06-23,1008,Sana Kumar,daily_sales,27347.92,INR,2025-06,Q2-2025
2025-06-24 00:00:00,2025-06-24,1008,Sana Kumar,daily_sales,45560.8,INR,2025-06,Q2-2025
2025-06-25 00:00:00,2025-06-25,1008,Sana Kumar,daily_sales,18404.94,INR,2025-06,Q2-2025
2025-06-26 00:00:00,2025-06-26,1008,Sana Kumar,daily_sales,38422.42,INR,2025-06,Q2-2025
2025-06-27 00:00:00,2025-06-27,1008,Sana Kumar,daily_sales,32187.0,INR,2025-06,Q2-2025
2025-06-28 00:00:00,2025-06-28,1008,Sana Kumar,daily_sales,27687.63,INR,2025-06,Q2-2025
2025-06-29 00:00:00,2025-06-29,1008,Sana Kumar,daily_sales,37675.09,INR,2025-06,Q2-2025
2025-06-30 00:00:00,2025-06-30,1008,Sana Kumar,daily_sales,41831.44,INR,2025-06,Q2-2025
2025-07-01 00:00:00,2025-07-01,1008,Sana Kumar,daily_sales,15356.63,INR,2025-07,Q3-2025
2025-07-02 00:00:00,2025-07-02,1008,Sana Kumar,daily_sales,10774.63,INR,2025-07,Q3-2025
2025-07-03 00:00:00,2025-07-03,1008,Sana Kumar,daily_sales,35817.83,INR,2025-07,Q3-2025
2025-07-04 00:00:00,2025-07-04,1008,Sana Kumar,daily_sales,18384.0,INR,2025-07,Q3-2025
2025-07-05 00:00:00,2025-07-05,1008,Sana Kumar,daily_sales,16381.76,INR,2025-07,Q3-2025
2025-07-06 00:00:00,2025-07-06,1008,Sana Kumar,daily_sales,24372.34,INR,2025-07,Q3-2025
2025-07-07 00:00:00,2025-07-07,1008,Sana Kumar,daily_sales,18889.07,INR,2025-07,Q3-2025
2025-07-08 00:00:00,2025-07-08,1008,Sana Kumar,daily_sales,19706.6,INR,2025-07,Q3-2025
2025-07-09 00:00:00,2025-07-09,1008,Sana Kumar,daily_sales,23926.66,INR,2025-07,Q3-2025
2025-07-10 00:00:00,2025-07-10,1008,Sana Kumar,daily_sales,26128.82,INR,2025-07,Q3-2025
2025-07-11 00:00:00,2025-07-11,1008,Sana Kumar,daily_sales,60415.88,INR,2025-07,Q3-2025
2025-07-12 00:00:00,2025-07-12,1008,Sana Kumar,daily_sales,37109.71,INR,2025-07,Q3-2025
2025-07-13 00:00:00,2025-07-13,1008,Sana Kumar,daily_sales,12652.75,INR,2025-07,Q3-2025
2025-07-14 00:00:00,2025-07-14,1008,Sana Kumar,daily_sales,56174.62,INR,2025-07,Q3-2025
2025-07-15 00:00:00,2025-07-15,1008,Sana Kumar,daily_sales,27711.7,INR,2025-07,Q3-2025
2025-07-16 00:00:00,2025-07-16,1008,Sana Kumar,daily_sales,64182.72,INR,2025-07,Q3-2025
2025-07-17 00:00:00,2025-07-17,1008,Sana Kumar,daily_sales,11242.83,INR,2025-07,Q3-2025
2025-07-18 00:00:00,2025-07-18,1008,Sana Kumar,daily_sales,28244.66,INR,2025-07,Q3-2025
2025-07-19 00:00:00,2025-07-19,1008,Sana Kumar,daily_sales,19793.4,INR,2025-07,Q3-2025
2025-07-20 00:00:00,2025-07-20,1008,Sana Kumar,daily_sales,20731.83,INR,2025-07,Q3-2025
2025-07-21 00:00:00,2025-07-21,1008,Sana Kumar,daily_sales,41699.16,INR,2025-07,Q3-2025
2025-07-22 00:00:00,2025-07-22,1008,Sana Kumar,daily_sales,39991.44,INR,2025-07,Q3-2025
2025-07-23 00:00:00,2025-07-23,1008,Sana Kumar,daily_sales,35755.04,INR,2025-07,Q3-2025
2025-07-24 00:00:00,2025-07-24,1008,Sana Kumar,daily_sales,10893.44,INR,2025-07,Q3-2025
2025-07-25 00:00:00,2025-07-25,1008,Sana Kumar,daily_sales,60984.36,INR,2025-07,Q3-2025
2025-07-26 00:00:00,2025-07-26,1008,Sana Kumar,daily_sales,30395.24,INR,2025-07,Q3-2025
2025-07-27 00:00:00,2025-07-27,1008,Sana Kumar,daily_sales,48226.87,INR,2025-07,Q3-2025
2025-07-28 00:00:00,2025-07-28,1008,Sana Kumar,daily_sales,35310.43,INR,2025-07,Q3-2025
2025-07-29 00:00:00,2025-07-29,1008,Sana Kumar,daily_sales,6925.07,INR,2025-07,Q3-2025
2025-07-30 00:00:00,2025-07-30,1008,Sana Kumar,daily_sales,51002.68,INR,2025-07,Q3-2025
2025-07-31 00:00:00,2025-07-31,1008,Sana Kumar,daily_sales,8942.97,INR,2025-07,Q3-2025
2025-08-01 00:00:00,2025-08-01,1008,Sana Kumar,daily_sales,19030.53,INR,2025-08,Q3-2025
2025-08-02 00:00:00,2025-08-02,1008,Sana Kumar,daily_sales,35412.76,INR,2025-08,Q3-2025
2025-08-03 00:00:00,2025-08-03,1008,Sana Kumar,daily_sales,65460.46,INR,2025-08,Q3-2025
2025-08-04 00:00:00,2025-08-04,1008,Sana Kumar,daily_sales,57920.42,INR,2025-08,Q3-2025
2025-08-05 00:00:00,2025-08-05,1008,Sana Kumar,daily_sales,35327.07,INR,2025-08,Q3-2025
2025-08-06 00:00:00,2025-08-06,1008,Sana Kumar,daily_sales,12681.95,INR,2025-08,Q3-2025
2025-08-07 00:00:00,2025-08-07,1008,Sana Kumar,daily_sales,24564.54,INR,2025-08,Q3-2025
2025-08-08 00:00:00,2025-08-08,1008,Sana Kumar,daily_sales,23012.51,INR,2025-08,Q3-2025
2025-08-09 00:00:00,2025-08-09,1008,Sana Kumar,daily_sales,26741.93,INR,2025-08,Q3-2025
2025-08-10 00:00:00,2025-08-10,1008,Sana Kumar,daily_sales,49478.73,INR,2025-08,Q3-2025
2025-08-11 00:00:00,2025-08-11,1008,Sana Kumar,daily_sales,25484.12,INR,2025-08,Q3-2025
2025-08-12 00:00:00,2025-08-12,1008,Sana Kumar,daily_sales,24665.16,INR,2025-08,Q3-2025
2025-08-13 00:00:00,2025-08-13,1008,Sana Kumar,daily_sales,52765.7,INR,2025-08,Q3-2025
2025-08-14 00:00:00,2025-08-14,1008,Sana Kumar,daily_sales,19286.59,INR,2025-08,Q3-2025
2025-08-15 00:00:00,2025-08-15,1008,Sana Kumar,daily_sales,14790.47,INR,2025-08,Q3-2025
2025-08-16 00:00:00,2025-08-16,1008,Sana Kumar,daily_sales,6913.64,INR,2025-08,Q3-2025
2025-08-17 00:00:00,2025-08-17,1008,Sana Kumar,daily_sales,4916.99,INR,2025-08,Q3-2025
2025-08-18 00:00:00,2025-08-18,1008,Sana Kumar,daily_sales,9754.22,INR,2025-08,Q3-2025
2025-08-19 00:00:00,2025-08-19,1008,Sana Kumar,daily_sales,19856.79,INR,2025-08,Q3-2025
2025-08-20 00:00:00,2025-08-20,1008,Sana Kumar,daily_sales,20834.87,INR,2025-08,Q3-2025
2025-08-21 00:00:00,2025-08-21,1008,Sana Kumar,daily_sales,40974.07,INR,2025-08,Q3-2025
2025-08-22 00:00:00,2025-08-22,1008,Sana Kumar,daily_sales,16349.32,INR,2025-08,Q3-2025
2025-08-23 00:00:00,2025-08-23,1008,Sana Kumar,daily_sales,6482.85,INR,2025-08,Q3-2025
2025-08-24 00:00:00,2025-08-24,1008,Sana Kumar,daily_sales,11195.33,INR,2025-08,Q3-2025
2025-08-25 00:00:00,2025-08-25,1008,Sana Kumar,daily_sales,21304.87,INR,2025-08,Q3-2025
2025-08-26 00:00:00,2025-08-26,1008,Sana Kumar,daily_sales,33723.3,INR,2025-08,Q3-2025
2025-08-27 00:00:00,2025-08-27,1008,Sana Kumar,daily_sales,29905.07,INR,2025-08,Q3-2025
2025-08-28 00:00:00,2025-08-28,1008,Sana Kumar,daily_sales,14622.73,INR,2025-08,Q3-2025
2025-08-29 00:00:00,2025-08-29,1008,Sana Kumar,daily_sales,21689.41,INR,2025-08,Q3-2025
2025-08-30 00:00:00,2025-08-30,1008,Sana Kumar,daily_sales,6907.77,INR,2025-08,Q3-2025
2025-08-31 00:00:00,2025-08-31,1008,Sana Kumar,daily_sales,43415.33,INR,2025-08,Q3-2025
2025-09-01 00:00:00,2025-09-01,1008,Sana Kumar,daily_sales,34254.33,INR,2025-09,Q3-2025
